GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024R3E3	APOA1	part_of	GO:0034365	discoidal high-density lipoprotein particle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04639|ensembl:ENSRNOP00000065206	9606	Ensembl		C
UniProtKB	A0A024R3E3	APOA1	part_of	GO:0034362	low-density lipoprotein particle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04639|ensembl:ENSRNOP00000065206	9606	Ensembl		C
UniProtKB	A0A024R3E3	APOA1	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04639|ensembl:ENSRNOP00000065206	9606	Ensembl		C
UniProtKB	A0A024R3E3	APOA1	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00623|ensembl:ENSMUSP00000034588	9606	Ensembl		C
UniProtKB	A0A024R3E3	APOA1	part_of	GO:0034364	high-density lipoprotein particle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04639|ensembl:ENSRNOP00000065206	9606	Ensembl		C
UniProtKB	A0A024R3E3	APOA1	part_of	GO:0034363	intermediate-density lipoprotein particle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04639|ensembl:ENSRNOP00000065206	9606	Ensembl		C
UniProtKB	A0A024R3I5	MCAM	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9EPF2|ensembl:ENSRNOP00000010464	9606	Ensembl		C
UniProtKB	A0A024R3X4	HSPD1	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63039|ensembl:ENSRNOP00000063666	9606	Ensembl		C
UniProtKB	A0A024R451	SERPINE2	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000215	9606	InterPro		C
UniProtKB	A0A024R498	SERPINE2	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000215	9606	InterPro		C
UniProtKB	A0A024R4D5	GPC1	part_of	GO:0005615	extracellular space	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0112	9606	UniProt		C
UniProtKB	A0A024R518	IL1F5	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000975|InterPro:IPR020877	9606	InterPro		C
UniProtKB	A0A024R528	IL1RN	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000975|InterPro:IPR020877	9606	InterPro		C
UniProtKB	A0A024R5G1	EFEMP2	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026824	9606	InterPro		C
UniProtKB	A0A024R5J8	LRRC54	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CBR6|ensembl:ENSMUSP00000091713	9606	Ensembl		C
UniProtKB	A0A024R5K8	SERPINH1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000215	9606	InterPro		C
UniProtKB	A0A024R6G3	FBLN5	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037288	9606	InterPro		C
UniProtKB	A0A024R6I6	SERPINA10	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000215	9606	InterPro		C
UniProtKB	A0A024R6I7	SERPINA1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000215	9606	InterPro		C
UniProtKB	A0A024R6I9	SERPINA4	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000215	9606	InterPro		C
UniProtKB	A0A024R6N9	SERPINA5	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000215	9606	InterPro		C
UniProtKB	A0A024R6P0	SERPINA3	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000215	9606	InterPro		C
UniProtKB	A0A024R718	PBEF1	part_of	GO:0005615	extracellular space	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0202	9606	UniProt		C
UniProtKB	A0A024R7A8	AKR1B1	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07943|ensembl:ENSRNOP00000012879	9606	Ensembl		C
UniProtKB	A0A024R809	SULF1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000618760	9606	UniProt		C
UniProtKB	A0A024R858	NUDT1	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53369|ensembl:ENSRNOP00000001700	9606	Ensembl		C
UniProtKB	A0A024R878	ENG	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:M0RBA8|ensembl:ENSRNOP00000066838	9606	Ensembl		C
UniProtKB	A0A024R878	ENG	part_of	GO:0072563	endothelial microparticle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q63961|ensembl:ENSMUSP00000009705	9606	Ensembl		C
UniProtKB	A0A024R937	TNLG2B	part_of	GO:0005615	extracellular space	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0202	9606	UniProt		C
UniProtKB	A0A024R944	SERPINC1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000215	9606	InterPro		C
UniProtKB	A0A024R944	SERPINC1	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5M7T5|ensembl:ENSRNOP00000003748	9606	Ensembl		C
UniProtKB	A0A024R944	SERPINC1	part_of	GO:0005615	extracellular space	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0112	9606	UniProt		C
UniProtKB	A0A024R969	CHI3L1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028538	9606	InterPro		C
UniProtKB	A0A024R969	CHI3L1	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTV1|ensembl:ENSRNOP00000074871	9606	Ensembl		C
UniProtKB	A0A024R969	CHI3L1	part_of	GO:0005615	extracellular space	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0112	9606	UniProt		C
UniProtKB	A0A024R9B8	PGCP	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6IRK9|ensembl:ENSRNOP00000008211	9606	Ensembl		C
UniProtKB	A0A024R9Q1	THBS1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028499	9606	InterPro		C
UniProtKB	A0A024RAB4	ALPL	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08289|ensembl:ENSRNOP00000019004	9606	Ensembl		C
UniProtKB	A0A024RAU1	IAPP	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12968|ensembl:ENSMUSP00000043956	9606	Ensembl		C
UniProtKB	A0A024RAY2	KRT18	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5BJY9|ensembl:ENSRNOP00000067234	9606	Ensembl		C
UniProtKB	A0A024RB20	GDF11	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z1W4|ensembl:ENSMUSP00000026408	9606	Ensembl		C
UniProtKB	A0A024RBC0	KITLG	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P20826|ensembl:ENSMUSP00000100920	9606	Ensembl		C
UniProtKB	A0A024RDA5	IL8	part_of	GO:0005615	extracellular space	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0202	9606	UniProt		C
UniProtKB	A0A024RDA5	IL8	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000083251	9606	UniProt		C
UniProtKB	A0A024RDD9	CXCL2	part_of	GO:0005615	extracellular space	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0202	9606	UniProt		C
UniProtKB	A0A024RDD9	CXCL2	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000083251	9606	UniProt		C
UniProtKB	A0A024RDE2	SPP1	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08721|ensembl:ENSRNOP00000062358	9606	Ensembl		C
UniProtKB	A0A024RDR0	HMGB1	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63158|ensembl:ENSMUSP00000082682	9606	Ensembl		C
UniProtKB	A0A024RDS2	POSTN	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZAF5|ensembl:ENSRNOP00000017453	9606	Ensembl		C
UniProtKB	A0A068F658	GBA	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17439|ensembl:ENSMUSP00000130660	9606	Ensembl		C
UniProtKB	A0A075B6H7	IGKV3-7	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6H8	IGKV1D-42	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6H9	IGLV4-69	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6I0	IGLV8-61	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6I1	IGLV4-60	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6I3	IGLV11-55	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6I4	IGLV10-54	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6I6	IGLV1-50	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6I7	IGLV5-48	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6I9	IGLV7-46	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6J1	IGLV5-37	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6J2	IGLV2-33	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6J6	IGLV3-22	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6J9	IGLV2-18	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6K0	IGLV3-16	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6K2	IGLV3-12	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6K4	IGLV3-10	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6K5	IGLV3-9	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6K6	IGLV4-3	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6P5	IGKV2-28	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6Q5	IGHV3-64	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A075B6R2	IGHV4-4	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A075B6R9	IGKV2D-24	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6S2	IGKV2D-29	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6S4	IGKV1D-17	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6S5	IGKV1-27	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6S6	IGKV2D-30	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6S9	IGKV1-37	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6T8	TRAV9-1	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B6X5	TRAV18	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B7B6	IGHV4OR15-8	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A075B7B8	IGHV3OR16-12	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A075B7C5	CCL5	part_of	GO:0005615	extracellular space	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0202	9606	UniProt		C
UniProtKB	A0A075B7D0	IGHV1OR15-1	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A075B7D4	IGKV1OR2-108	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A075B7D8	IGHV3OR15-7	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A075B7E8	IGHV3OR16-13	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A075B7F0	IGHV3OR16-10	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A075B7F1	IGHV3OR16-8	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A078BBI5	TGFB1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016319	9606	InterPro		C
UniProtKB	A0A078BC11	TGFB1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016319	9606	InterPro		C
UniProtKB	A0A078BCH8	TGFB1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016319	9606	InterPro		C
UniProtKB	A0A078BCJ0	TGFB1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016319	9606	InterPro		C
UniProtKB	A0A078BFK3	TGFB1	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016319	9606	InterPro		C
UniProtKB	A0A080YUZ5	LYZA	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D925|ensembl:ENSMUSP00000076887	9606	Ensembl		C
UniProtKB	A0A087WSX0	IGLV5-45	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A087WSY4	IGHV4-30-2	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
UniProtKB	A0A087WSY6	IGKV3D-15	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A087WSZ0	IGKV1D-8	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A087WT02	TRAV9-2	part_of	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		C
UniProtKB	A0A087WU27	RNPEP	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015571	9606	InterPro		C
UniProtKB	A0A087WUA0	FGA	part_of	GO:0005577	fibrinogen complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012290	9606	InterPro		C
UniProtKB	A0A087WUE5	CCL16	part_of	GO:0005615	extracellular space	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0202	9606	UniProt		C
UniProtKB	A0A087WUS4	RNPEP	part_of	GO:0005615	extracellular space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015571	9606	InterPro		C
UniProtKB	A0A087WVT8	KCP	part_of	GO:0005615	extracellular space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3U492|ensembl:ENSMUSP00000099135	9606	Ensembl		C
UniProtKB	A0A087WW49	A0A087WW49	part_of	GO:0042571	immunoglobulin complex, circulating	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2686979|MGI:MGI:96443|MGI:MGI:96445|MGI:MGI:96446|MGI:MGI:96448|PANTHER:PTN001510949|UniProtKB:A0A075B6A3|UniProtKB:P01871|UniProtKB:P01876|UniProtKB:P01877	9606	GO_Central		C
