symbol,log2FC,p_value_neg,p_value_pos,p_value_twosided
ANXA3,1.247174223,0.049788246,0.983022260,0.266794700
ZNF575,1.243314823,0.162235832,0.939844808,0.572686247
RUNX1T1,1.237568650,0.043927889,0.981349925,0.241414555
ANKRD20A2,1.237032492,0.031786663,0.985691369,0.185391280
VAC14,1.236898120,0.050539458,0.984305635,0.269977959
SORBS1,1.236479241,0.168244159,0.920774304,0.505353427
FAM20B,1.236428982,0.080426297,0.983568432,0.385611372
POU6F2,1.234216652,0.029222364,0.986136632,0.172879275
MORC4,1.232612044,0.027944614,0.996720164,0.166544964
RFX4,1.229340647,0.062045680,0.977344581,0.310993136
TLR10,1.228228451,0.056462822,0.994409688,0.294553906
RBFOX2,1.228086449,0.044799154,0.725754893,0.070454508
TIMP1,1.227257608,0.042929036,0.982272645,0.236987975
NWD1,1.226521969,0.235069430,0.916403837,0.693329292
SLC22A14,1.222428758,0.071444238,0.936785982,0.262762956
SERPINB2,1.220802372,0.043405423,0.985892435,0.239102952
VPS13A,1.220435765,0.049936187,0.987571152,0.267422820
SZRD1,1.220169833,0.031442662,0.797689564,0.062446907
SNAPC3,1.219440120,0.325007462,0.905047254,0.886144954
GDI2,1.217600011,0.047990164,0.933313058,0.181850463
PPP2R5B,1.216938051,0.144303941,0.961302111,0.578952217
POC1B,1.216539774,0.047687003,0.981830036,0.257807746
TVP23B,1.216314260,0.160601488,0.971867936,0.619303542
MYL1,1.214259032,0.019166643,0.974420070,0.100050610
PPAP2C,1.213414849,0.032795370,0.996885234,0.190242722
RASEF,1.208967180,0.090729458,0.975994157,0.421194267
C8G,1.206875205,0.109407683,0.982239976,0.481034048
OR6P1,1.203169006,0.086823384,0.948463906,0.319680399
PRSS38,1.201487056,0.071560364,0.925771458,0.226477506
ARHGAP8,1.201294883,0.100654335,0.726265393,0.159209076
ZMYND8,1.200340105,0.025977311,0.967106600,0.156655684
CKM,1.199575648,0.044022483,0.993673165,0.241832194
SVEP1,1.198745834,0.033650515,0.997603837,0.194325573
PTK7,1.198558509,0.164700129,0.972824870,0.628963348
PTPRT,1.198332994,0.094828764,0.979977906,0.434822962
H2BFWT,1.194935307,0.080892395,0.988324281,0.387263797
ACLY,1.192556161,0.012290517,0.998675215,0.082292562
RND2,1.192458755,0.158001393,0.976397360,0.613076147
TBX3,1.191710642,0.040304129,0.969080508,0.214187811
CHRNB3,1.191706638,0.033899186,0.983683232,0.195507750
LIMS2,1.190988755,0.107281065,0.974618036,0.474504065
RAB3IL1,1.189870455,0.128166446,0.835063080,0.268602338
PPP4R2,1.188014519,0.208652116,0.946880503,0.721377329
DPY30,1.187945449,0.068615916,0.732514699,0.099533473
MON2,1.185934331,0.070148224,0.992248481,0.348077076
IGSF9B,1.183588990,0.052481175,0.968887274,0.278135321
HTR2C,1.183324032,0.141609044,0.943357485,0.488059897
PYURF,1.182102184,0.052439584,0.993789950,0.277961649
ETHE1,1.180171706,0.130068957,0.968803943,0.541014639
THOC7,1.177359715,0.030801994,0.987632477,0.180617627
PIGF,1.175987033,0.096032905,0.980415438,0.438771518
TXNRD1,1.174812561,0.052814775,0.986893400,0.218123887
LILRA6,1.173213301,0.057747133,0.988587645,0.299764191
CTPS1,1.172411560,0.078180878,0.989368577,0.377591947
SEC14L1,1.171851592,0.015818663,0.996553644,0.102547131
ZFP2,1.169614979,0.085119746,0.797171098,0.179828038
CGA,1.168757112,0.090667655,0.967490814,0.415768713
SAP18,1.167815754,0.095192933,0.751649998,0.148778654
EGLN1,1.167423478,0.016924054,0.997333980,0.108716800
FAM132A,1.167085366,0.030256178,0.988862566,0.177955098
DGAT2,1.165095543,0.005393368,0.978727618,0.031413920
DNTT,1.165053908,0.129100537,0.930842155,0.431285564
DDX53,1.163780429,0.100435702,0.987248078,0.453002479
GOLGA6L6,1.162602529,0.025404304,0.996189718,0.153743007
TMEM261,1.162148903,0.026877039,0.990326859,0.161199453
HIST1H4C,1.159790255,0.061541139,0.972296069,0.314921411
C16orf58,1.159400032,0.101231692,0.967715303,0.455541266
UTY,1.159111000,0.012800142,0.995304020,0.085275234
CD276,1.154645728,0.021219582,0.988085323,0.131998562
FER,1.154548987,0.014361075,0.990422909,0.094287877
CACNB3,1.153393545,0.017500929,0.900966902,0.054808593
GALNT2,1.151818499,0.110580982,0.970747422,0.484607087
ESCO2,1.151233055,0.063901240,0.985308670,0.324178653
HACD4,1.150460005,0.074237661,0.987583481,0.363267873
CCDC102A,1.148767881,0.154997039,0.943729798,0.605782906
C20orf197,1.148214373,0.259561593,0.857736282,0.612077358
TEX43,1.147805420,0.262467836,0.921414808,0.763978714
LPPR3,1.145867947,0.025639539,0.932860744,0.086811765
VDR,1.143554249,0.035716284,0.992168905,0.204078105
PPP1R26,1.142642613,0.350252817,0.817513773,0.748143346
APOL5,1.141918002,0.116609255,0.972646026,0.502638917
POLR2J2,1.139118242,0.052622036,0.968516604,0.217440253
C6orf47,1.138857796,0.034066257,0.938842343,0.117520505
ZNF592,1.137771595,0.270963852,0.832105414,0.585308454
THOP1,1.137686673,0.058669351,0.983070044,0.303480434
PBX1,1.133621639,0.384089062,0.846311994,0.853542191
CA12,1.132285512,0.024226659,0.997780687,0.147709452
CMPK2,1.131858012,0.091886175,0.953839648,0.399080257
ZNF154,1.131259039,0.153685068,0.976506914,0.602564815
KCNA10,1.130104348,0.227366659,0.765981079,0.483006096
TTC16,1.128622592,0.124945848,0.984206338,0.526705716
PIK3R4,1.127095802,0.087190662,0.984412877,0.409191655
VPS26B,1.126980482,0.071313198,0.988642111,0.352440152
DEFB106B,1.126752680,0.021335510,0.993805219,0.067835834
TIGD1,1.124615423,0.256170378,0.939278753,0.801111158
HNRNPH1,1.123958619,0.132911452,0.980927761,0.548800918
SLC2A14,1.123626249,0.151001559,0.943653013,0.558715261
FCF1,1.123436821,0.210747263,0.957914261,0.725307749
EXOC3L1,1.123284638,0.091410610,0.989735809,0.423479064
NLRP2,1.123275407,0.032982071,0.954408028,0.136241573
ARSG,1.121337550,0.101251790,0.975522132,0.455605238
CCL23,1.120602962,0.341631868,0.910395872,0.902065150
USP17L1,1.119330634,0.172392576,0.973745533,0.646587098
SYT3,1.117930359,0.300564624,0.916270114,0.859645733
HCAR2,1.117462351,0.020416884,0.991583757,0.127726513
C18orf63,1.117311969,0.238812136,0.923496028,0.720741910
PGS1,1.117148798,0.113902243,0.968343785,0.494608524
PRKDC,1.116997464,0.087284268,0.942683823,0.303693614
DYRK2,1.113194616,0.057667233,0.982049970,0.299441236
ANAPC1,1.110770818,0.262446232,0.913478333,0.753121802
QPCTL,1.110350513,0.040546016,0.987231614,0.226302435
APC,1.109694631,0.016211912,0.991724964,0.104751027
SHISA9,1.108303904,0.083455061,0.988677596,0.396275186
MTUS2,1.106062076,0.089030615,0.977244716,0.415460156
GTDC1,1.102873224,0.121072256,0.955326315,0.515645880
RPL38,1.102783602,0.100436144,0.913674866,0.294099236
KLK7,1.102397781,0.045300091,0.773595962,0.080147736
STC2,1.101861415,0.162079923,0.969032189,0.622809929
PCDH19,1.100971961,0.201998453,0.801850490,0.502058858
PPM1E,1.099605602,0.241008254,0.945919720,0.777728015
MAML1,1.099178106,0.078017561,0.985355991,0.377004830
SLCO6A1,1.098334576,0.144991694,0.929593302,0.453409397
ST7,1.096615225,0.056101231,0.990049845,0.293079560
HIST1H3B,1.094349427,0.122686121,0.950602556,0.457952869
MAK16,1.094058326,0.063322341,0.980021376,0.321919884
ZNF569,1.093953844,0.043271632,0.988667109,0.238509671
FAM204A,1.093523309,0.288170934,0.930453840,0.844712991
OR5B21,1.092999535,0.060388624,0.981910142,0.310353519
ENPEP,1.091950416,0.064855302,0.993737109,0.327884581
MGAT5B,1.091616995,0.091541291,0.860135936,0.280211488
YPEL5,1.091527135,0.117554136,0.978927826,0.505416652
PRR13,1.089491444,0.046040701,0.904367295,0.172867942
KCNA3,1.087634461,0.020187853,0.995002979,0.126501245
EMCN,1.086369918,0.241308823,0.500299641,0.224661836
FANCD2OS,1.085506554,0.054718117,0.988652654,0.287409603
BHLHE41,1.084703409,0.206790730,0.960769472,0.717851258
HBS1L,1.084238694,0.215743911,0.809710283,0.433036786
HMGXB4,1.084123705,0.050846160,0.995511153,0.271273190
COG7,1.083092144,0.196679853,0.639427751,0.295780702
RAB5C,1.082670266,0.068400855,0.948461873,0.290028197
LOC101927572,1.081872167,0.123364092,0.975763300,0.522214895
ANKRD31,1.080684139,0.218613148,0.947429084,0.739705879
PLSCR2,1.080306232,0.129164849,0.588944152,0.132001670
RPS11,1.078621975,0.198100868,0.812652819,0.461690539
YY2,1.077646977,0.087464093,0.707606602,0.161922497
PAG1,1.077167506,0.106171501,0.956801661,0.389160968
OR4A15,1.077131690,0.094779238,0.980111721,0.434660031
AP3S2,1.076410299,0.294439059,0.903109214,0.841796192
GPX1,1.076350289,0.093607345,0.969544725,0.430792531
FAM13C,1.073743302,0.091938459,0.980672145,0.425244051
HGS,1.073121869,0.020638935,0.992172755,0.128911733
FPGT-TNNI3K,1.071318069,0.257357904,0.928989135,0.783222620
KLB,1.071288596,0.038219105,0.960897625,0.168876366
TMEM106C,1.070724175,0.043189586,0.957265880,0.179955997
TMEM234,1.070635728,0.125541095,0.916903448,0.423815436
CTAGE1,1.069745654,0.150808559,0.842322182,0.408874641
C19orf70,1.069057537,0.332045118,0.875449924,0.866998535
RNF139,1.068847177,0.069937582,0.992870130,0.347285104
ITK,1.068734605,0.080246293,0.991187014,0.384972098
FABP6,1.067895037,0.259421686,0.935511650,0.805889463
HCRTR1,1.067309569,0.244343413,0.894354638,0.648432309
RBP1,1.066463573,0.075705791,0.947582138,0.329839234
MFNG,1.064362911,0.053533751,0.990002177,0.282515486
METTL3,1.064247138,0.197412628,0.913749724,0.638642832
PDE6G,1.063942595,0.040025687,0.994909069,0.223945318
ANP32D,1.063260131,0.106527887,0.975578147,0.472174568
ZFX,1.062621582,0.068935245,0.845181016,0.177372252
SNX31,1.062409760,0.321432862,0.895649163,0.863765028
ZBTB22,1.061919125,0.010976619,0.997755502,0.074504931
GNPDA1,1.061721218,0.205729422,0.932879892,0.665962956
TRPC4,1.061319275,0.081541874,0.991681922,0.389559417
CALML3,1.061137655,0.109743459,0.904476292,0.372570515
PIK3C2A,1.059796073,0.202534794,0.941146937,0.673135679
NR1I3,1.059058491,0.011747220,0.999202997,0.079089864
USP17L29,1.058988031,0.142545629,0.981383674,0.574406422
AQP5,1.058197676,0.067921106,0.975064591,0.339655312
UBAP1,1.057981571,0.095885935,0.747760957,0.168046843
TBX22,1.057555644,0.083656842,0.975148674,0.396979475
MAMSTR,1.056967050,0.095831498,0.976127377,0.438112784
NOVA2,1.055909230,0.139836694,0.804949322,0.270643599
OFD1,1.055359570,0.028229939,0.984516755,0.167965365
NDUFA11,1.054439483,0.055573383,0.984682452,0.290921417
ATP1A3,1.054219882,0.066669768,0.877769171,0.191777786
UBAP1L,1.053339862,0.089249546,0.988477840,0.416201989
MMP13,1.052865619,0.114709943,0.975760767,0.497015882
RBPJL,1.051230635,0.123957197,0.983671705,0.523902882
CST7,1.049984469,0.027718267,0.980086885,0.165415704
WDR91,1.049808299,0.225084475,0.958623071,0.751136358
PGGT1B,1.049256025,0.185494643,0.894404528,0.513168838
IRAK3,1.048291470,0.087662436,0.961018398,0.397307044
HNF1A,1.047993066,0.014407768,0.990551463,0.094554735
EXD3,1.047258167,0.066515907,0.991771707,0.334286112
SEC31B,1.047070465,0.201177413,0.914699356,0.605168503
TSC22D3,1.046450991,0.226032442,0.945573376,0.752779933
RGSL1,1.045904045,0.003992738,0.998104526,0.030059261
TSPAN13,1.045632364,0.077747896,0.906287436,0.249214356
SLC25A31,1.045331594,0.218540138,0.811619830,0.435684141
SHE,1.045290559,0.096619913,0.969760425,0.440687524
EVX2,1.044864848,0.047407474,0.988778815,0.256602853
RPGRIP1,1.044155521,0.393142273,0.603788654,0.549858118
RSPH9,1.042340855,0.038074616,0.975346181,0.215028075
OMD,1.041762175,0.123164924,0.967498796,0.521646955
SFRP4,1.040842394,0.079887870,0.971133048,0.361563046
RNF2,1.040377753,0.137087332,0.974880937,0.560046360
CSPG5,1.039850888,0.035859980,0.941954424,0.151381485
DDX39A,1.038544165,0.199427333,0.697675237,0.303340549
TMEM106B,1.038002532,0.281482066,0.929357038,0.836213871
TNFRSF1A,1.036956155,0.073403438,0.989431314,0.360197218
TMEM87B,1.036259879,0.011608705,0.997061378,0.078269439
ASXL1,1.036006636,0.027065698,0.997466508,0.162147684
KCNIP4,1.034760753,0.074446071,0.970290989,0.338260634
TAF1C,1.034599089,0.138494202,0.977994778,0.563784005
LRRC3B,1.034470700,0.083581645,0.962887519,0.396717100
RPA4,1.032649826,0.049241914,0.994373807,0.264469890
MTFR1,1.032605084,0.134173626,0.960393836,0.540166199
ATP5F1,1.032554076,0.064186659,0.985036962,0.325289494
CTSB,1.032410018,0.218626948,0.827996743,0.455174271
BRAT1,1.031504698,0.097354488,0.967659644,0.443077049
ACOT13,1.030825505,0.254813702,0.940027521,0.799093086
OR4N4,1.030564164,0.064917173,0.973219938,0.328124200
TC2N,1.029986198,0.230092290,0.939841047,0.759730978
ZBTB18,1.028142942,0.101118396,0.839439930,0.231455891
DCAF15,1.028054003,0.074649205,0.969344851,0.333948550
EXTL3,1.027990431,0.073566021,0.989334555,0.360796782
FERMT1,1.026834898,0.041990570,0.981006713,0.232801100
KCTD14,1.025126505,0.078397202,0.985077964,0.378368820
PAQR8,1.024563006,0.338107523,0.714780236,0.547858479
SLC30A5,1.023989421,0.069593370,0.990979736,0.345988893
SENP1,1.023027760,0.164829298,0.969272941,0.629264695
DUSP7,1.022916558,0.032873075,0.992266823,0.190614851
THAP8,1.021653958,0.235645297,0.864161315,0.659163727
NTM,1.018198036,0.169113238,0.957443432,0.639153657
PURB,1.017918033,0.100213992,0.983689908,0.452293505
FABP3,1.017738658,0.143283920,0.954460205,0.576319840
MYO1F,1.017443639,0.180154722,0.908639952,0.649298126
ATL2,1.017375367,0.067292599,0.981730873,0.337259182
SH3TC2,1.016997177,0.294711982,0.788327379,0.588138052
SLC2A7,1.016893767,0.122382404,0.977869043,0.519410169
UBXN8,1.016679863,0.020539010,0.996591552,0.094591363
GRID1,1.016237979,0.312100505,0.814065873,0.711052588
GREB1L,1.015533198,0.067198464,0.988972843,0.336899555
CEBPA,1.014701519,0.027126892,0.997280081,0.162454926
PCCB,1.014452954,0.052240199,0.986901123,0.277128429
P2RY11,1.013941143,0.070773658,0.833650890,0.157477497
ZNF385B,1.012945841,0.300170571,0.904254839,0.859186899
TMEM171,1.012750461,0.171920311,0.928440607,0.644895638
SPTB,1.012136868,0.037221454,0.955238440,0.167239416
MAD1L1,1.011909594,0.067766501,0.858263540,0.188702312
TUFM,1.011212951,0.032030416,0.986954910,0.186567183
RYK,1.009231753,0.145964259,0.917644239,0.471012171
ATP6AP1,1.007096705,0.094690340,0.987472545,0.434367471
FGFBP2,1.006782149,0.312729199,0.889728453,0.806278881
TAF9B,1.006260767,0.121788163,0.978681520,0.517705813
ERCC3,1.004982660,0.288925271,0.916089119,0.845651865
NTF3,1.004957461,0.323526541,0.843370729,0.723591366
TMEM187,1.004822651,0.134484903,0.967980498,0.553064928
CCDC51,1.004225327,0.305090158,0.884775311,0.847539019
RPL37,1.004120241,0.089841906,0.978752163,0.418204887
MATN3,1.003589935,0.106553996,0.937338348,0.429704558
NCAM2,1.003503903,0.128485849,0.981902463,0.536631155
C11orf31,1.002633485,0.148668486,0.919758909,0.504192730
IFNAR1,1.001675023,0.147117361,0.977208429,0.586146059
AADACL3,1.000944484,0.117924100,0.975574007,0.506500731
NAF1,1.000820701,0.446192239,0.829136882,0.944998073
GDI1,1.000567625,0.203330977,0.915124445,0.589142529
FAM47A,1.000565685,0.043448492,0.946974441,0.217097323
LRIG3,1.000134182,0.202286784,0.951666476,0.709184775
IRF9,0.999786752,0.230360338,0.905871362,0.648543937
MCOLN2,0.999312821,0.188912973,0.929115264,0.604864500
SMDT1,0.997827125,0.132738595,0.771639429,0.260395098
ABCE1,0.997178879,0.185912796,0.950112366,0.676023016
PIGC,0.996730679,0.080616834,0.988784173,0.386287372
LRCH2,0.996268003,0.148929048,0.956226083,0.562488536
MGEA5,0.995770316,0.199815478,0.928739889,0.622672172
OR2M7,0.994543143,0.140835729,0.821397562,0.305852116
PRR16,0.993609984,0.149345975,0.973646030,0.591775721
MTA2,0.993415493,0.104270573,0.966120600,0.465139727
MAP3K7CL,0.993058166,0.089273170,0.912073977,0.388348817
SMG7,0.993051712,0.034317256,0.985969272,0.197490141
TUBD1,0.993028856,0.100777864,0.936433960,0.414455873
ZNF184,0.992960191,0.251720497,0.862577648,0.660869856
TUSC1,0.992932290,0.119898158,0.850175259,0.282734936
KIAA1324,0.992436592,0.286828476,0.803989912,0.600509295
OSBPL11,0.991084792,0.165325096,0.731038444,0.254836700
NDST1,0.990478117,0.036536415,0.996790897,0.207907826
TBC1D10C,0.990428666,0.317435708,0.913713587,0.878340811
PIM1,0.988392661,0.052237568,0.951226224,0.277117428
MPRIP,0.988236996,0.148679956,0.978424725,0.590099631
ALS2CR12,0.987187882,0.030376506,0.865414349,0.070296501
C8A,0.986918411,0.090762112,0.978562751,0.421303983
TGS1,0.986715910,0.186169954,0.728717185,0.298702709
USP17L8,0.984915469,0.090509243,0.973556437,0.420453852
GEMIN6,0.984273340,0.049489138,0.935928226,0.163201418
ARG1,0.984154931,0.138313961,0.834222688,0.367312483
POLN,0.983736426,0.141066016,0.977672049,0.570551127
HMBOX1,0.982547108,0.117197078,0.963362579,0.488974054
FAM188B,0.981953859,0.185363724,0.954422328,0.674864658
OR6C6,0.981494339,0.178533931,0.973383764,0.660196149
AP5Z1,0.981244983,0.102693747,0.936267503,0.393194944
SNRPA,0.980805031,0.109255080,0.877043499,0.287150661
EMB,0.977883335,0.177719223,0.966941023,0.658413873
HIST1H4L,0.977181369,0.023621560,0.977859932,0.135327432
GLE1,0.976473502,0.265179575,0.922250205,0.776265073
EIF4A1,0.975269258,0.026718877,0.994425457,0.160403305
BNC1,0.974148894,0.282563588,0.912335918,0.795382828
GEMIN5,0.973913432,0.220213756,0.876279817,0.549427510
TFB2M,0.972759891,0.087439889,0.884185776,0.314585637
MYBL1,0.972537760,0.187691381,0.906069823,0.679754162
RPL17-C18orf32,0.971614596,0.227093853,0.881569378,0.571176374
NOL11,0.971370042,0.349267860,0.844857809,0.796115478
EBF2,0.971347256,0.266509701,0.823385947,0.631569581
KLC2,0.971184939,0.221440246,0.914784604,0.662975644
CISH,0.970908021,0.113977869,0.897993586,0.315569852
ADAMTS20,0.968542308,0.164571858,0.961253969,0.628663910
BCAS3,0.967863790,0.077765123,0.870161327,0.250926398
MRPL50,0.967298511,0.061573203,0.982014079,0.315048044
NR5A1,0.966995768,0.138526968,0.968576301,0.563870750
CLCNKA,0.966369940,0.222656588,0.912272841,0.668071246
COX18,0.966044402,0.219729119,0.842109413,0.524146733
VPS26A,0.965694301,0.142846909,0.964388871,0.575188068
LONRF2,0.963528209,0.112054740,0.906824186,0.335997572
TMPRSS3,0.963432365,0.072694617,0.958301187,0.290026755
CAPN15,0.962720391,0.133319741,0.532660493,0.117504341
LATS2,0.962674088,0.135726584,0.851403874,0.386066298
FASTKD1,0.961877072,0.118325475,0.984216220,0.507674610
CKS2,0.961849484,0.246541945,0.942168747,0.786475323
A1BG,0.960385030,0.238175167,0.948268866,0.773152706
IQCH,0.960346724,0.116281825,0.950145332,0.468618545
C2orf66,0.959225442,0.204822171,0.950423417,0.714086905
FAM98A,0.957933906,0.102242527,0.755940332,0.172358519
PCSK7,0.957830673,0.147092442,0.930424076,0.508016726
LARP4,0.956287037,0.096147186,0.891076113,0.308808455
CYP19A1,0.956223117,0.029633054,0.953543090,0.114788899
SREBF2,0.956002672,0.176610222,0.967807605,0.655976511
TBC1D10B,0.955172498,0.062011376,0.993436851,0.316776175
CDKN3,0.954962565,0.301829374,0.882137701,0.765953121
ZFR2,0.954677618,0.039693934,0.993319142,0.222437887
FAM179B,0.954512461,0.061212614,0.932161993,0.252053702
SPANXN4,0.953719156,0.102184192,0.962817757,0.458565743
BCL10,0.953584626,0.194665609,0.715723724,0.386886530
CENPE,0.953443659,0.081930728,0.964959715,0.390929997
EFCAB11,0.953294187,0.109841021,0.961090727,0.446767192
CLIC5,0.953108461,0.156950968,0.720563794,0.235803691
ZMYM2,0.952891743,0.094210852,0.980093896,0.432787170
C8orf59,0.952491599,0.079862003,0.952354379,0.383605223
CTRL,0.952370669,0.076048803,0.971489340,0.344397849
RIPPLY2,0.951902451,0.247955203,0.869642640,0.667790376
CELA1,0.951794380,0.278967025,0.901584665,0.771765619
